High_Quality,Low_Quality,Type
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_165.jpg,processed_images\compressed\kids_2_165.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_166.jpg,processed_images\low_resolution\kids_2_166.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_166.jpg,processed_images\noisy\kids_2_166.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_166.jpg,processed_images\underexposed\kids_2_166.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_166.jpg,processed_images\overexposed\kids_2_166.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_166.jpg,processed_images\compressed\kids_2_166.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_167.jpg,processed_images\low_resolution\kids_2_167.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_167.jpg,processed_images\noisy\kids_2_167.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_167.jpg,processed_images\underexposed\kids_2_167.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_167.jpg,processed_images\overexposed\kids_2_167.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_167.jpg,processed_images\compressed\kids_2_167.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_168.jpg,processed_images\low_resolution\kids_2_168.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_168.jpg,processed_images\noisy\kids_2_168.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_168.jpg,processed_images\underexposed\kids_2_168.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_168.jpg,processed_images\overexposed\kids_2_168.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_168.jpg,processed_images\compressed\kids_2_168.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_169.jpg,processed_images\low_resolution\kids_2_169.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_169.jpg,processed_images\noisy\kids_2_169.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_169.jpg,processed_images\underexposed\kids_2_169.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_169.jpg,processed_images\overexposed\kids_2_169.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_169.jpg,processed_images\compressed\kids_2_169.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_17.jpg,processed_images\low_resolution\kids_2_17.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_17.jpg,processed_images\noisy\kids_2_17.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_17.jpg,processed_images\underexposed\kids_2_17.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_17.jpg,processed_images\overexposed\kids_2_17.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_17.jpg,processed_images\compressed\kids_2_17.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_170.jpg,processed_images\low_resolution\kids_2_170.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_170.jpg,processed_images\noisy\kids_2_170.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_170.jpg,processed_images\underexposed\kids_2_170.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_170.jpg,processed_images\overexposed\kids_2_170.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_170.jpg,processed_images\compressed\kids_2_170.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_171.jpg,processed_images\low_resolution\kids_2_171.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_171.jpg,processed_images\noisy\kids_2_171.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_171.jpg,processed_images\underexposed\kids_2_171.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_171.jpg,processed_images\overexposed\kids_2_171.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_171.jpg,processed_images\compressed\kids_2_171.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_172.jpg,processed_images\low_resolution\kids_2_172.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_172.jpg,processed_images\noisy\kids_2_172.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_172.jpg,processed_images\underexposed\kids_2_172.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_172.jpg,processed_images\overexposed\kids_2_172.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_172.jpg,processed_images\compressed\kids_2_172.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_173.jpg,processed_images\low_resolution\kids_2_173.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_173.jpg,processed_images\noisy\kids_2_173.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_173.jpg,processed_images\underexposed\kids_2_173.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_173.jpg,processed_images\overexposed\kids_2_173.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_173.jpg,processed_images\compressed\kids_2_173.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_174.jpg,processed_images\low_resolution\kids_2_174.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_174.jpg,processed_images\noisy\kids_2_174.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_174.jpg,processed_images\underexposed\kids_2_174.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_174.jpg,processed_images\overexposed\kids_2_174.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_174.jpg,processed_images\compressed\kids_2_174.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_175.jpg,processed_images\low_resolution\kids_2_175.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_175.jpg,processed_images\noisy\kids_2_175.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_175.jpg,processed_images\underexposed\kids_2_175.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_175.jpg,processed_images\overexposed\kids_2_175.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_175.jpg,processed_images\compressed\kids_2_175.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_176.jpg,processed_images\low_resolution\kids_2_176.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_176.jpg,processed_images\noisy\kids_2_176.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_176.jpg,processed_images\underexposed\kids_2_176.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_176.jpg,processed_images\overexposed\kids_2_176.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_176.jpg,processed_images\compressed\kids_2_176.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_177.jpg,processed_images\low_resolution\kids_2_177.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_177.jpg,processed_images\noisy\kids_2_177.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_177.jpg,processed_images\underexposed\kids_2_177.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_177.jpg,processed_images\overexposed\kids_2_177.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_177.jpg,processed_images\compressed\kids_2_177.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_178.jpg,processed_images\low_resolution\kids_2_178.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_178.jpg,processed_images\noisy\kids_2_178.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_178.jpg,processed_images\underexposed\kids_2_178.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_178.jpg,processed_images\overexposed\kids_2_178.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_178.jpg,processed_images\compressed\kids_2_178.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_179.jpg,processed_images\low_resolution\kids_2_179.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_179.jpg,processed_images\noisy\kids_2_179.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_179.jpg,processed_images\underexposed\kids_2_179.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_179.jpg,processed_images\overexposed\kids_2_179.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_179.jpg,processed_images\compressed\kids_2_179.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_18.jpg,processed_images\low_resolution\kids_2_18.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_18.jpg,processed_images\noisy\kids_2_18.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_18.jpg,processed_images\underexposed\kids_2_18.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_18.jpg,processed_images\overexposed\kids_2_18.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_18.jpg,processed_images\compressed\kids_2_18.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_180.jpg,processed_images\low_resolution\kids_2_180.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_180.jpg,processed_images\noisy\kids_2_180.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_180.jpg,processed_images\underexposed\kids_2_180.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_180.jpg,processed_images\overexposed\kids_2_180.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_180.jpg,processed_images\compressed\kids_2_180.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_181.jpg,processed_images\low_resolution\kids_2_181.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_181.jpg,processed_images\noisy\kids_2_181.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_181.jpg,processed_images\underexposed\kids_2_181.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_181.jpg,processed_images\overexposed\kids_2_181.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_181.jpg,processed_images\compressed\kids_2_181.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_182.jpg,processed_images\low_resolution\kids_2_182.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_182.jpg,processed_images\noisy\kids_2_182.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_182.jpg,processed_images\underexposed\kids_2_182.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_182.jpg,processed_images\overexposed\kids_2_182.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_182.jpg,processed_images\compressed\kids_2_182.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_183.jpg,processed_images\low_resolution\kids_2_183.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_183.jpg,processed_images\noisy\kids_2_183.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_183.jpg,processed_images\underexposed\kids_2_183.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_183.jpg,processed_images\overexposed\kids_2_183.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_183.jpg,processed_images\compressed\kids_2_183.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_184.jpg,processed_images\low_resolution\kids_2_184.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_184.jpg,processed_images\noisy\kids_2_184.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_184.jpg,processed_images\underexposed\kids_2_184.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_184.jpg,processed_images\overexposed\kids_2_184.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_184.jpg,processed_images\compressed\kids_2_184.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_185.jpg,processed_images\low_resolution\kids_2_185.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_185.jpg,processed_images\noisy\kids_2_185.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_185.jpg,processed_images\underexposed\kids_2_185.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_185.jpg,processed_images\overexposed\kids_2_185.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_185.jpg,processed_images\compressed\kids_2_185.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_186.jpg,processed_images\low_resolution\kids_2_186.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_186.jpg,processed_images\noisy\kids_2_186.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_186.jpg,processed_images\underexposed\kids_2_186.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_186.jpg,processed_images\overexposed\kids_2_186.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_186.jpg,processed_images\compressed\kids_2_186.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_187.jpg,processed_images\low_resolution\kids_2_187.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_187.jpg,processed_images\noisy\kids_2_187.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_187.jpg,processed_images\underexposed\kids_2_187.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_187.jpg,processed_images\overexposed\kids_2_187.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_187.jpg,processed_images\compressed\kids_2_187.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_188.jpg,processed_images\low_resolution\kids_2_188.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_188.jpg,processed_images\noisy\kids_2_188.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_188.jpg,processed_images\underexposed\kids_2_188.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_188.jpg,processed_images\overexposed\kids_2_188.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_188.jpg,processed_images\compressed\kids_2_188.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_189.jpg,processed_images\low_resolution\kids_2_189.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_189.jpg,processed_images\noisy\kids_2_189.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_189.jpg,processed_images\underexposed\kids_2_189.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_189.jpg,processed_images\overexposed\kids_2_189.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_189.jpg,processed_images\compressed\kids_2_189.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_19.jpg,processed_images\low_resolution\kids_2_19.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_19.jpg,processed_images\noisy\kids_2_19.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_19.jpg,processed_images\underexposed\kids_2_19.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_19.jpg,processed_images\overexposed\kids_2_19.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_19.jpg,processed_images\compressed\kids_2_19.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_190.jpg,processed_images\low_resolution\kids_2_190.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_190.jpg,processed_images\noisy\kids_2_190.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_190.jpg,processed_images\underexposed\kids_2_190.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_190.jpg,processed_images\overexposed\kids_2_190.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_190.jpg,processed_images\compressed\kids_2_190.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_191.jpg,processed_images\low_resolution\kids_2_191.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_191.jpg,processed_images\noisy\kids_2_191.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_191.jpg,processed_images\underexposed\kids_2_191.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_191.jpg,processed_images\overexposed\kids_2_191.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_191.jpg,processed_images\compressed\kids_2_191.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_192.jpg,processed_images\low_resolution\kids_2_192.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_192.jpg,processed_images\noisy\kids_2_192.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_192.jpg,processed_images\underexposed\kids_2_192.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_192.jpg,processed_images\overexposed\kids_2_192.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_192.jpg,processed_images\compressed\kids_2_192.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_193.jpg,processed_images\low_resolution\kids_2_193.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_193.jpg,processed_images\noisy\kids_2_193.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_193.jpg,processed_images\underexposed\kids_2_193.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_193.jpg,processed_images\overexposed\kids_2_193.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_193.jpg,processed_images\compressed\kids_2_193.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_194.jpg,processed_images\low_resolution\kids_2_194.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_194.jpg,processed_images\noisy\kids_2_194.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_194.jpg,processed_images\underexposed\kids_2_194.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_194.jpg,processed_images\overexposed\kids_2_194.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_194.jpg,processed_images\compressed\kids_2_194.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_195.jpg,processed_images\low_resolution\kids_2_195.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_195.jpg,processed_images\noisy\kids_2_195.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_195.jpg,processed_images\underexposed\kids_2_195.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_195.jpg,processed_images\overexposed\kids_2_195.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_195.jpg,processed_images\compressed\kids_2_195.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_196.jpg,processed_images\low_resolution\kids_2_196.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_196.jpg,processed_images\noisy\kids_2_196.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_196.jpg,processed_images\underexposed\kids_2_196.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_196.jpg,processed_images\overexposed\kids_2_196.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_196.jpg,processed_images\compressed\kids_2_196.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_197.jpg,processed_images\low_resolution\kids_2_197.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_197.jpg,processed_images\noisy\kids_2_197.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_197.jpg,processed_images\underexposed\kids_2_197.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_197.jpg,processed_images\overexposed\kids_2_197.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_197.jpg,processed_images\compressed\kids_2_197.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_198.jpg,processed_images\low_resolution\kids_2_198.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_198.jpg,processed_images\noisy\kids_2_198.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_198.jpg,processed_images\underexposed\kids_2_198.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_198.jpg,processed_images\overexposed\kids_2_198.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_198.jpg,processed_images\compressed\kids_2_198.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\kids\kids_2_199.jpg,processed_images\low_resolution\kids_2_199.jpg,low_resolution
